transformer_id,location,voltage,current,frequency,power_mw,temperature,status,phase,timestamp
TRF-0010,Tabuk-Center,221.15,338.34,59.91,74.82,46.9,NORMAL,B,2026-05-25 00:58:51
TRF-0001,Riyadh-North,229.92,357.12,59.91,82.11,39.1,NORMAL,C,05/25/2026 00:58:51
TRF-0002,Riyadh-East,239.65,363.06,60.03,87.01,53.2,NORMAL,A,2026/05/25 00:58:51
TRF-0003,Jeddah-Main,224.22,453.13,60.03,101.6,37.4,NORMAL,B,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,228.07,278.76,59.91,63.58,48.0,NORMAL,B,20260525T005851
TRF-0005,Dammam-Central,223.53,287.65,60.03,64.3,48.4,NORMAL,A,05/25/2026 00:58:51
TRF-0006,Dammam-Port,236.24,410.58,60.04,97.0,37.9,NORMAL,B,25-05-2026 00:58
TRF-0007,Mecca-Haram,222.62,115.22,60.07,25.65,42.5,NORMAL,A,25-05-2026 00:58
TRF-0008,Medina-Central,225.52,147.78,59.91,33.33,40.8,NORMAL,B,2026-05-25 00:58:51
TRF-0009,Abha-City,228.17,101.17,59.88,23.08,46.1,NORMAL,C,2026-05-25 00:58:51
TRF-0010,Tabuk-Center,231.11,487.32,59.96,112.62,,NORMAL,A,05/25/2026 00:58:51
TRF-0001,Riyadh-North,225.64,195.54,59.98,44.12,62.9,NORMAL,C,2026-05-25 00:58:51
TRF-0002,Riyadh-East,230.37,277.19,60.15,63.86,33.7,NORMAL,A,2026-05-25 00:58:51
TRF-0003,Jeddah-Main,222.77,264.59,60.19,58.94,44.4,NORMAL,B,2026/05/25 00:58:51
TRF-0004,Jeddah-Industrial,223.46,175.6,59.85,39.24,49.9,NORMAL,B,2026/05/25 00:58:51
TRF-0005,Dammam-Central,220.81,376.4,59.85,83.11,60.0,NORMAL,B,20260525T005851
TRF-0006,Dammam-Port,226.87,115.62,,26.23,33.9,NORMAL,C,25-05-2026 00:58
TRF-0007,Mecca-Haram,231.74,272.77,59.95,63.21,63.6,NORMAL,C,2026-05-25 00:58:51
TRF-0008,Medina-Central,229.56,226.8,59.96,52.06,55.6,NORMAL,C,25-05-2026 00:58
TRF-0009,Abha-City,239.27,395.78,60.14,94.7,32.0,NORMAL,C,20260525T005851
TRF-0010,Tabuk-Center,227.59,153.18,59.81,34.86,42.0,NORMAL,A,25-05-2026 00:58
TRF-0001,Riyadh-North,226.73,464.43,60.06,105.3,42.7,NORMAL,B,2026-05-25 00:58:52
TRF-0002,Riyadh-East,226.25,123.24,59.99,27.88,54.1,NORMAL,A,05/25/2026 00:58:52
TRF-0003,Jeddah-Main,223.81,186.41,60.04,41.72,39.1,NORMAL,A,2026-05-25 00:58:52
TRF-0004,Jeddah-Industrial,236.7,332.21,60.08,78.63,33.8,NORMAL,A,2026-05-25 00:58:52
TRF-0005,Dammam-Central,225.31,211.21,60.04,47.59,48.2,NORMAL,B,20260525T005852
TRF-0006,Dammam-Port,238.28,375.99,60.03,89.59,36.1,NORMAL,A,2026-05-25 00:58:52
TRF-0007,Mecca-Haram,235.48,203.01,68.27,47.8,33.3,FREQ_DRIFT,C,20260525T005852
TRF-0008,Medina-Central,232.14,306.58,60.07,71.17,55.2,NORMAL,C,05/25/2026 00:58:52
TRF-0009,Abha-City,237.55,468.51,60.1,111.29,42.0,NORMAL,B,20260525T005852
TRF-0010,Tabuk-Center,235.43,324.46,60.05,76.39,47.0,NORMAL,C,25-05-2026 00:58
TRF-0001,Riyadh-North,233.85,395.36,59.96,92.45,47.8,NORMAL,A,2026-05-25 00:58:52
TRF-0002,Riyadh-East,228.49,438.97,60.04,100.3,59.3,NORMAL,A,25-05-2026 00:58
TRF-0003,Jeddah-Main,222.69,222.96,60.11,49.65,41.9,NORMAL,B,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,226.12,183.68,59.99,41.53,57.0,NORMAL,C,2026/05/25 00:58:52
TRF-0005,Dammam-Central,222.95,254.6,60.16,56.76,51.7,NORMAL,C,2026/05/25 00:58:52
TRF-0006,Dammam-Port,224.52,243.99,60.15,54.78,30.0,NORMAL,B,20260525T005852
TRF-0007,Mecca-Haram,221.75,384.44,59.95,,39.4,NORMAL,B,25-05-2026 00:58
TRF-0008,Medina-Central,220.49,475.17,59.84,104.77,33.0,NORMAL,A,2026/05/25 00:58:52
TRF-0009,Abha-City,234.19,234.54,60.02,54.93,46.2,NORMAL,B,05/25/2026 00:58:52
TRF-0010,Tabuk-Center,229.55,380.07,60.16,87.25,53.2,NORMAL,C,20260525T005852
TRF-0001,Riyadh-North,225.78,242.29,59.83,54.7,33.5,NORMAL,B,20260525T005852
TRF-0002,Riyadh-East,221.04,475.28,60.19,105.06,30.5,NORMAL,A,2026-05-25 00:58:52
TRF-0003,Jeddah-Main,239.29,198.36,59.98,47.47,63.3,NORMAL,B,2026-05-25 00:58:52
TRF-0004,Jeddah-Industrial,238.85,463.19,60.09,110.63,43.3,NORMAL,B,05/25/2026 00:58:52
TRF-0005,Dammam-Central,239.97,299.95,60.12,71.98,46.2,NORMAL,C,2026/05/25 00:58:52
TRF-0006,Dammam-Port,234.58,143.37,59.8,33.63,52.3,NORMAL,C,2026/05/25 00:58:52
TRF-0007,Mecca-Haram,222.24,458.93,60.15,101.99,31.2,NORMAL,C,05/25/2026 00:58:52
TRF-0008,Medina-Central,228.49,201.82,60.19,46.11,48.2,NORMAL,B,20260525T005852
TRF-0009,Abha-City,220.91,435.94,59.89,96.3,64.7,NORMAL,C,2026-05-25 00:58:52
TRF-0010,Tabuk-Center,233.68,159.06,59.93,37.17,55.7,NORMAL,C,25-05-2026 00:58
TRF-0001,Riyadh-North,222.48,401.01,60.05,89.22,40.2,NORMAL,C,20260525T005852
TRF-0002,Riyadh-East,235.25,490.0,60.14,115.27,43.7,NORMAL,C,20260525T005852
TRF-0003,Jeddah-Main,238.49,368.2,60.0,87.81,58.7,NORMAL,A,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,229.97,247.46,60.04,56.91,60.2,NORMAL,A,2026-05-25 00:58:52
TRF-0005,Dammam-Central,228.6,213.27,59.81,48.75,44.0,NORMAL,A,25-05-2026 00:58
TRF-0006,Dammam-Port,235.04,140.88,60.07,33.11,41.4,NORMAL,A,20260525T005852
TRF-0007,Mecca-Haram,229.75,225.09,60.15,51.71,49.4,NORMAL,B,2026-05-25 00:58:52
TRF-0008,Medina-Central,232.65,366.23,59.93,85.2,47.5,NORMAL,B,05/25/2026 00:58:52
TRF-0009,Abha-City,238.79,481.97,60.13,115.09,62.5,NORMAL,C,2026-05-25 00:58:52
TRF-0009,Abha-City,238.79,481.97,60.13,115.09,62.5,NORMAL,C,2026-05-25 00:58:52
TRF-0010,Tabuk-Center,223.69,255.23,60.2,57.09,54.2,NORMAL,A,25-05-2026 00:58
TRF-0001,Riyadh-North,238.56,267.82,59.9,63.89,63.7,NORMAL,A,2026/05/25 00:58:52
TRF-0002,Riyadh-East,-230,317.27,60.07,71.1,43.1,NORMAL,B,2026-05-25 00:58:52
TRF-0003,Jeddah-Main,227.86,292.64,59.85,66.68,54.5,NORMAL,C,2026/05/25 00:58:52
TRF-0004,Jeddah-Industrial,232.33,323.87,59.96,75.24,51.8,NORMAL,A,2026/05/25 00:58:52
TRF-0005,Dammam-Central,222.49,165.4,60.02,36.8,38.9,NORMAL,A,2026/05/25 00:58:52
TRF-0006,Dammam-Port,228.84,406.09,59.88,92.93,62.3,NORMAL,A,05/25/2026 00:58:52
TRF-0007,Mecca-Haram,226.7,841.76,60.14,258.05,113.8,OVERLOAD,A,05/25/2026 00:58:52
TRF-0008,Medina-Central,237.35,387.47,59.85,91.97,41.6,NORMAL,A,25-05-2026 00:58
TRF-0009,Abha-City,223.21,247.12,59.99,55.16,57.4,NORMAL,B,2026-05-25 00:58:52
TRF-0010,Tabuk-Center,237.07,148.55,59.9,35.22,38.3,NORMAL,B,25-05-2026 00:58
TRF-0001,Riyadh-North,220.58,299.88,60.16,66.15,59.3,NORMAL,A,2026-05-25 00:58:52
TRF-0002,Riyadh-East,222.12,155.18,60.12,34.47,40.2,NORMAL,A,05/25/2026 00:58:52
TRF-0003,Jeddah-Main,236.63,465.65,60.11,110.19,39.6,NORMAL,A,2026/05/25 00:58:52
TRF-0004,Jeddah-Industrial,237.92,248.08,59.98,59.02,54.2,NORMAL,A,25-05-2026 00:58
TRF-0005,Dammam-Central,235.58,111.18,59.93,26.19,47.9,NORMAL,B,20260525T005852
TRF-0006,Dammam-Port,232.84,210.6,59.91,49.04,58.2,NORMAL,A,05/25/2026 00:58:52
TRF-0007,Mecca-Haram,234.58,395.67,59.95,92.82,38.8,NORMAL,A,25-05-2026 00:58
TRF-0008,Medina-Central,224.74,408.46,59.86,91.8,43.0,NORMAL,C,25-05-2026 00:58
TRF-0009,Abha-City,237.98,276.07,60.15,65.7,30.8,NORMAL,C,2026/05/25 00:58:52
TRF-0010,Tabuk-Center,225.31,128.84,60.03,29.03,42.1,NORMAL,B,20260525T005852
TRF-0001,Riyadh-North,222.26,486.28,60.2,108.08,30.7,NORMAL,C,20260525T005852
TRF-0002,Riyadh-East,226.05,346.02,59.84,78.22,44.5,NORMAL,A,25-05-2026 00:58
TRF-0003,Jeddah-Main,232.01,423.29,60.07,98.21,32.9,NORMAL,C,2026/05/25 00:58:52
TRF-0004,Jeddah-Industrial,224.87,0.0,60.04,0.0,33.8,OUTAGE,B,20260525T005852
TRF-0005,Dammam-Central,235.8,433.21,59.88,102.15,53.6,NORMAL,C,2026-05-25 00:58:52
TRF-0006,Dammam-Port,220.08,296.9,59.81,65.34,59.8,NORMAL,B,20260525T005852
TRF-0007,Mecca-Haram,221.57,358.19,60.12,79.36,46.6,NORMAL,B,2026-05-25 00:58:52
TRF-0008,Medina-Central,239.6,120.71,59.84,28.92,40.3,NORMAL,C,25-05-2026 00:58
TRF-0009,Abha-City,230.09,197.89,59.98,45.53,44.6,NORMAL,B,2026/05/25 00:58:52
TRF-0010,Tabuk-Center,226.34,392.33,60.18,88.8,32.0,NORMAL,C,20260525T005852
TRF-0001,Riyadh-North,236.2,213.61,59.94,50.45,250.0,OVERHEAT,C,20260525T005852
TRF-0001,Riyadh-North,236.2,213.61,59.94,50.45,250.0,OVERHEAT,C,20260525T005852
TRF-0002,Riyadh-East,237.42,435.48,59.91,103.39,43.7,NORMAL,A,2026/05/25 00:58:52
TRF-0003,Jeddah-Main,238.96,139.82,60.11,33.41,60.5,NORMAL,C,05/25/2026 00:58:52
TRF-0004,Jeddah-Industrial,234.33,105.46,60.09,24.71,31.3,NORMAL,B,20260525T005852
TRF-0005,Dammam-Central,238.68,236.41,60.06,56.43,48.7,NORMAL,C,25-05-2026 00:58
TRF-0006,Dammam-Port,234.31,426.36,59.9,99.9,61.8,NORMAL,B,2026-05-25 00:58:52
TRF-0007,Mecca-Haram,230.2,218.59,59.81,50.32,40.4,NORMAL,C,2026-05-25 00:58:52
TRF-0008,Medina-Central,222.69,443.55,60.16,98.77,34.7,NORMAL,B,2026/05/25 00:58:52
TRF-0009,Abha-City,235.68,248.81,60.05,58.64,43.3,NORMAL,A,2026-05-25 00:58:52
TRF-0010,Tabuk-Center,220.69,403.26,60.18,89.0,63.5,NORMAL,B,20260525T005852
TRF-0001,Riyadh-North,227.52,138.89,60.17,31.6,64.8,NORMAL,A,25-05-2026 00:58
TRF-0002,Riyadh-East,234.24,438.3,59.84,102.67,31.9,NORMAL,C,05/25/2026 00:58:52
TRF-0003,Jeddah-Main,238.56,334.47,59.94,79.79,64.1,NORMAL,C,25-05-2026 00:58
